group,mz,cluster,r2
ctrl1,459.27354316006,2,0.9639621225668288
ctrl1,459.27354316006,3,0.9693721930607068
ctrl1,459.27354316006,4,0.9750048212162196
ctrl1,459.27354316006,5,0.9746753615789244
ctrl1,459.27354316006,6,0.9851922901714986
ctrl1,459.27354316006,7,0.9866081818099612
ctrl1,459.27354316006,8,0.9910878278848684
ctrl1,459.27354316006,9,0.9708583848066694
ctrl1,459.27354316006,10,0.9552385342513352
ctrl1,459.27354316006,11,0.984715249537898
ctrl1,459.27354316006,12,0.9825865715944656
ctrl1,459.27354316006,13,0.9707652882315748
ctrl1,459.27354316006,14,0.9855356426611284
ctrl1,459.27354316006,15,0.9674332724350412
ctrl1,459.27354316006,16,0.988822711017067
ctrl1,459.27354316006,17,0.9823238514831876
ctrl1,459.27354316006,18,0.9744315234125116
ctrl1,459.27354316006,19,0.9614617184612232
ctrl1,461.28726488296,0,0.9769519202770088
ctrl1,461.28726488296,1,0.9865113813483825
ctrl1,461.28726488296,2,0.9464249472418148
ctrl1,461.28726488296,3,0.9657236621295032
ctrl1,461.28726488296,4,0.9747255978665668
ctrl1,461.28726488296,5,0.988853156096291
